"The Basketball Team.  Jeff wanted to try out for the basketball team. He studied all week. He practiced every day. The coach decided on a great player. Jeff made the team."
"Salvation Army.  John saw his old-fashioned army poster for Salvation Army. He wanted to join the army, but he was very nervous. So John went to the local Salvation Army. John made an appointment with the service. John got to join the army and received some food and water."
"Rainy steph.  A young boy decided to go down to the beach. He walked into the ocean and dove down into the ocean. As he swam and drank, he got sick. His parents called for him to go back to school. He refused to go."
"Quitting.  Gina had just finished playing with her friends. She thought it would be fun to do something fun again. She knew she would need to stay up. But she did not feel like she had enough time. So she continued to play until she was finished."
"Missing Cake.  Sara had just had a big cake. It was chocolate with caramel icing. She looked all over the kitchen. When she was finished eating she looked in the trash can. She realized she was missing some candy."
"Disco Dance.  When I was four I heard an ad for a dance in high school. I had never heard of it, but was intrigued by it. I invited all my friends and I to my house and tried to dance. When I got there I noticed it was in an arcade. I laughed because it was in a big window."
"The Bunny.  My cat loves to lay down on the couch. It lays on the carpet and yawns a lot. Sometimes it will leave a mark on my dog. She is so cute and it is very quiet for a dog. My cat also likes to play on the rug in the yard."
"Mango.  Tim loved mangoes. He ate so many he had a hard time eating it all. He decided to make some mangoes himself. He bought the ingredients. He tasted the mangoes and loved them."
"Stuck in the mud.  Amy was at the lake with her friends. She was watching a big fish in the water. Suddenly, she felt a sharp pain. She ran to the shore and was trapped for a few minutes. She was eventually able to get out of the water with help from the medic."
"Gerald.  Gerald was at a bar. He decided to sneak up behind his girlfriend. The couple started to argue. They started to get into a fight. Gerald punched her in the face."
"The Puppy.  The dog's owner was very proud of it. His mother bought it a stuffed puppy. It was so small it looked like a puppy. He thought he was the biggest animal in the family. One day his mother told him he could hold the dog!"
"Entertainment.  Dan decided to become an entrepreneur. Dan bought a new video game system. After a few months, Dan was feeling quite creative. Dan began working at a local video game store. Dan became a successful entrepreneur."
"Bitter exes.  I went to visit my ex boyfriend. My ex had a lot of drugs. He had me taking some of the drugs. I didn't listen to my ex. He started to talk to me."
"Pictures.  Anna decided she wanted to wear makeup on her school trip. But she had no idea what it would be like to have her new eyes peeled. Then Anna saw her mother, and realized how much she loved looking into makeup. She vowed to get a good job before she had any trouble seeing."
"Eye Infection.  Tom had an eye infection. Tom had had a lot of medication. Tom decided to take antihistamines. He also ate a lot of healthy foods. Tom didn't need antihistamines at all."
"Broken heel.  Last weekend we got a brand new pair of boots. It's a brand new pair of boots. I love how great the boots look. However, it seems I'm getting more and more bored. I hope I can keep playing around."
"Driver.  Tom had a new car. He was really excited to start driving it. He did everything he could to impress the police. Tom was given the keys to the car. He put the car on his way."
"The Spider.  We found a spider in our house. We took it home to scare it. We set it up and put a trap in the wall. We then killed the spider and put him back in the house. It was very scary to see how dangerous the spider is."
"Too expensive muffins.  My husband bought a new box of muffins. When he was done he wanted to get a new one. He went to the store to get some. The store didn't have any of them. He ended up getting a very expensive pair."
"Jeff and his house.  Jeff had to get a divorce from his wife. So he decided to stay at home. He lived on the coast of the country. He had to get a hotel somewhere close to his house. Jeff found a hotel nearby."
"The Sushi Chef.  It was a chilly and humid Tuesday evening at the sushi restaurant. A young chef walked in, he didn't know where to start. He came across the kitchen and saw that the fish were raw. He ordered some sushi to prepare for dinner. The chef ate the sushi, the chef went home, and ate well."
"Long Hair.  Amy's hair had gotten long enough. She went to a salon to get her hair cut. They asked her to go to the salon with her long hair. Amy was told she could get a short haircut without her hair. Amy was angry that her hair had gotten longer than she thought."
"The Amusement Park.  Lucy went to the amusement park for the first time. When she arrived, she could not find her seat. However, her mom made sure she would find her seat. She was thrilled with the view from her seat. Lucy was glad she could enjoy the park."
"Baked apples.  I was baking apples yesterday. I baked a dozen apples. I mixed the apples in a big bowl. I then set it on the stove. After baking for a while, I was very happy with the results."
"Sand.  Tom loved his beach house. His wife thought he was a total dork. So she bought him sand. Tom loved it. They had a big party this year."
"The teacher at the store.  Lucy was very unhappy. Her teacher at the store was rude and disrespectful. One day a kid asked her to leave the store and she was angry. Lucy decided to just leave and never spoke with the kid again."
"Leaky Roof.  Tom had just moved to a new home. It had a lot of mold in it. He found a solution. It was to install a new roof to fix it. Tom was glad he didn't have to walk to work everyday."
"New transportation.  I used to ride my bike everywhere I went. I was walking and saw a car pulling through the grass. I started to pedal to get to work. I began to see it moving on the sidewalk. It was coming towards me so I pulled over."
"Exam.  Tom wanted to improve his grades. He looked online for a subject. Tom chose a subject. He studied it for a year. He passed his exam!"
"Dan the candy man.  Dan is a candy man. His job is to help his brother get candy. Dan's brother is afraid to try candy. His brother tries every candy he can find. Dan always gets the candy he wants."
"Goldfish.  When Sam was young he got a goldfish for his birthday. He wanted to have a pet goldfish. His parents agreed to take him to the zoo with his family. When they were there he met a very cute girl named Lucy. She had so much fun looking at his goldfish."
"Can't Come In Today.  My dog does not like to run. I told him I didn't want to take him home because he is very noisy. He kept running and finally I gave him some chocolate chips. His leash and leash broke. I had to get him to the vet and get him to the vet."
"Disastrous Diana.  Diana had a crush on Tom. He never met Diana. Diana decided to ask him out. They hit it off and met at the movie theater. Afterwards they had a great time."
"Fussy Cat.  Amy was at a party with friends. She saw a cute cat. Amy noticed that it seemed very cute. She brought it to Amy's house. Amy's cat was too fussy for the party."
"Boating.  Today I got on the water. I did not want to be in the water for awhile. I asked my friends if they could join us. They told me that they loved the water. I felt really good that I got in the water."
"Fashion.  Kia went to a popular Italian restaurant to eat. Her favorite restaurant was a very expensive restaurant. But after she ate there, her favorite thing happened. She got her date an amazing meal! Kia ended up having her first date with a pretty girl in style."
"Marie.  My sister-in-law had to buy a new car last week. I was told she wasn't very happy. She had to get rid of all of her old stuff. She was sad. She was determined to get one."
"Popsicle drip.  John had just started drinking some fresh popsicles. He noticed that there was a drop of water coming out of his ears. He went to the nearest store to buy more and get a refill. At that store, John noticed that his favorite popsicles were gone. He was upset when he realized they would have to be bought again."
"Whistling Tea Kettle.  My wife was making tea kettle in the kitchen. She had the kettle boil for about an hour. When she was done she added a few drops of water to it. Since she was boiling the kettle, she was able to use a spigot. She was pleased with the results."
"Peapod.  The man got some peapod. He gave it to his dog. The dog loved it. The dog kept peapod. The dog loves peapod."
"Garrett's Baseball Game.  Garrett has been very active at home. He spends a lot of time catching up on things he does in the house. Garrett decided to try to get out of work last year. Garrett got a call from his boss saying that he had to move out. He decided to join his local baseball team and keep playing."
"Star Quarterback.  The Jets quarterback threw a pass. He got tackled for a long time. Jets quarterback threw a pass to his teammate. Jets quarterback threw a touchdown pass to his teammate. The Jets are now in the playoff game."
"School Dance.  Mary wanted to go to school dancing. Mary looked up an activity online. Mary found that a dance was scheduled for her. She decided to go. Mary was very happy to go to school dancing."
"Body Transformation.  Tina was very unhappy. She was in a bad relationship. Tina had been in her current relationship for a long time. Tina decided to start doing body exercises. She ended up cutting out a lot of her old habits."
"Charging my phone.  The charger in my phone died. It was a little annoying. I went to go to the store and get my phone. I bought it from the store and plugged it in. I went to get it back and the charger died."
"Bike Ride.  Tim wanted to take his bike out for a bike ride. It was a Friday and he was so excited. Tim had never ridden before. Tim rode his bike home and enjoyed his time. Tim made it home and rode back home."
"The Nail.  Amy was getting ready for the long day of school. She was walking to the door when she spotted a nail in her hair. Amy was sad to find out her nails had fallen out. Amy went to the store to buy her nails. Amy now has her nails in place and was happy."
"The Whale Problem.  One day a whale got into my car. It jumped into the front seat. The car spun over. It swam to the side of the road. I was so mad that I left the car."
"The Model.  Kelly bought a new dress. Her mom took her shopping. Then Kelly realized it was not going to be in good shape. Her mom changed it to a different size. Kelly did not feel comfortable wearing the dress again."
"That Star.  I had to take my son to the doctor. It was his birthday. My son was born in 1981. He played in the Star Wars movie for the first time. It was a great surprise."
"Fairy-tale.  Amy had a cat. She bought her cat a fairy-tale. The cat was adorable. The cat was very happy. Amy's cat was very happy."
"Sick from fajitas.  When I was a child my grandmother made me a dish. I made it with spaghetti. My mom tried to use chicken instead of pork. The pork got into my face and I screamed. My grandmother gave me a bad fajita and threw me out."
"Excitement.  Jake was at a baseball game. A kid was throwing the ball and there was a crowd. Jake felt nervous and wanted to go to the ball. The kid kicked Jake in the back. Jake was thrown out of the game for not getting to bat."
"Hot weather.  We bought a new home last week. I bought some curtains to help it cool down. It took a long time to put the curtains in. The next day the curtains got out of the house. It took me a while to put them back in."
"Walden.  Walden was a boy in a neighborhood with a lot of violence. His mom was proud of his small house and tried to take him to school. They made an agreement that Walden had to stay where he was. One day Walden was at school in a neighborhood with violence. Walden was sent home because of his poor behavior."
"Visual Genome.  Tom had been having trouble seeing something. He looked for a few days to see if he could tell. He was finally able to figure out a mouse and found one. He was surprised to find that the mouse was the same as Tom. Tom could not tell which one."
"Diet Soda.  When I went to get a soda, I was not sure what kind of soda. I tried several different kinds of sodas. I ended up deciding to pick a different brand. I went to the store to purchase a soda. I finally decided to eat soda at home."
"Cactus in the Window.  Tim and Sue sat in a tent and waited for their pet to open the door. Suddenly, the pet started to move up a tree. Tim didn't realize it and jumped out. Tim screamed with fright and Sue screamed as hard as she could. They were both grounded for 2 weeks for the accident."
"All work all play.  When I was a kid I played football with my older brother. When we were kids I always kicked kicks them. I was just too fast and I could make a lot of noise. I decided to have a brother named John. John went and played kick football with my brother."
"Gymnastics Flips.  I wanted to try to learn to gymnast before my sophomore year. I spent every afternoon learning how to do them and doing them on my own. I did so well that I got accepted to the class. As an adult, I learned that gymnastics was different than any other sport. The difference is that learning gymnastics isn't so hard as learning a car."
"Prank calls.  Tina wanted to prank call everyone on her class. She called the teacher and asked about the assignment. The teacher told her that she didn't have a project. Tina had a lot to study for the day so she skipped. The next morning Tina woke up and realized she didn't have a project."
"Prank.  Tim was hanging out with friends. He wanted to join them to play some video games. Tim played a long video game until the end of the game. Tim went to the store and bought a few items for himself. After the game ended Tim realized he wanted to play again."
"Slow down.  Tom was driving to work. But he had to stop. The car stalled down. Tom was so scared. He thought he was going to die."
"The Bus Driver.  Jack took his kids to the mall to get a drink. He showed them to his new bus driver. He showed them around the neighborhood. They all had fun on the bus. When they got off the bus, he took the kids home."
"Duran Duran.  The teacher asked Duran Duran to write a piece for a class project. Duran Duran responded that the paper he was writing was not very good. He told the class that he would write it down and return it for grading. They went home feeling bad for wasting their teacher's day."
"Fresh lemonade.  Today I made lemonade. I poured the batter into the pitcher. Then I poured into a glass. Then I put the rest of the pitcher in the dish. After that, I added it to the hot water."
"Marcus Makes a Sandwich.  Marcus wants to make some food for supper. He goes to the store to buy ingredients. He picks out a lot of different things for dinner. After making the sandwich he eats it. He feels satisfied and wants to go back tomorrow."
"Lost love.  I took my wife on a tour to the airport. We stopped at the airport in a small town. We saw the airplane coming and wanted to go home. After some talking we decided to go home. We didn't get to go back to the airport again."
"Smelly Cat.  When we were little I had a cat. He smelled very bad. One day he got sick. I tried putting a straw in it. It didn't do that."
"Start your fight!.  My friend and I decided to enter a fight. After our first round, we decided to have a little fun. We got in a heated fight and started to fight each other. Then, I began throwing stuff at her. I ended up getting punched."
"Toothpaste.  Tom was trying to eat breakfast. He found his toothpaste and was disgusted. The toothpaste tasted weird and horrible. Tom had to get an emergency tooth extraction. Tom got his toothpaste back for less than half the cost."
"Talent.  My friend invited me over to an art show. We played a lot of games and ate some food. We also spent time outside with friends and had a lot of fun. We were all really excited to play at the show. I am a big fan of art so I will definitely go to the show."
"Ingredients.  Bill loved to bake. He was a baker and needed to be paid a lot. His wife and kids begged him to buy ingredients. He decided to make a cake out of ingredients and make it for his daughter. The girl loved the cake and wanted to make it a hit. Bill now is a famous baker."
"Wild Rosebush.  The man found a wild rose bush on the ground. He placed the rose in his lawn mower. He drove home with his wife. They took a break for a few hours. They had a great time drinking water and relaxing outside."
"Swimming.  Sam was a very athletic boy who liked to play in the pool. Sam went to the pool everyday. One day his mom came home and he didn't play. Sam had no idea how to swim. Sam's mom took him to the local pool."
"The first kiss.  Jan and her friends wanted to go to a park. Jan didn't know anyone there. She did not want to be rude. She called her friend. Jan was surprised when her friend told her she had kissed her."
"Melvin's Dog.  Melvin was going camping with his dog. They began to set up a tent for the camping season. When Melvin found out about the weather, he was amazed. Melvin's dog got scared and ran away quickly. Melvin had to go to the vet to get the dog back."
"Jason's decision.  Jason decided to do something for his dog. He bought her a chocolate chip treat. When he got home he threw the treat in the trash. Jason's dog ate the dog and ate all of his treats. Jason was sad but appreciated the thoughtful treat."
"Stunt.  Tom was walking along the beach. A strong gust of wind blew him off. Tom was unable to walk forward. Tom fell out of his wheelchair. He had to have his legs amputated."
"Huge.  The Smith family had an important wedding. Their guests were coming in. When the Smiths got to the ceremony the reception was incredible. They had a huge party. They were the most famous wedding day of their lives."
"Lost Car.  A young man bought a used vehicle at a flea market. He drove it to the store. He picked it up. He drove it home. He had lost it."
"Frozen Ice.  Kelly and her husband were visiting Florida. They were going to the ice cream parlor. They were going to eat ice cream. Kelly went to grab the ice cream cone but it fell and hit her. Kelly was very upset."
"Close call.  Tom had a hard time getting the hang of this. It took him awhile to get used to it. He eventually started talking to some people and getting a grip. After a while he began to like it. Tom stopped using it."
"The Alamo.  The family went to the Alamo. They saw many historical attractions. They even saw some of the most famous artists. They had a great time. The Alamo also had a lot of food that they would never forget."
"How Shelly Broke Her Toe.  Judy took her to the park yesterday. When she came she saw a lot of people walking around. Shelly began walking away from the park. She was scared of people walking around and was scared of being rude. Judy decided that walking away was no good."
"Jelly Shoes.  Kim was on a camping trip with her family. They went to the beach to see their favorite jelly skylight. The skylight was so amazing they couldn't even see it. The water looked so amazing they forgot to swim. They had so much fun in their kayaks."
"Astronaut.  A space cadet walked into a space museum. He was excited because he had gotten an autograph from his parents. He got very nervous because of his height. He didn't know how to use the parachute. The teacher didn't approve of his height and gave him detention."
"The Move.  Tom was going to get his first job. It was the first time he'd done this. Tom wanted to impress his co workers. He began working every day and felt more comfortable. Tom worked hard every day."
"A Kingdom Betrayal.  The king was on the brink of war. The king decided to send out his armies. His armies were headed for England. The king called on the British. They both fought against each other."
"Breakfast.  I woke up early to eat breakfast. I looked through my fridge and saw it was empty. I looked out my window and found that my wife's refrigerator was empty. I opened my freezer and took out a bag of cereal. I then went back to the kitchen and picked up a bag of flour."
"Biggest Fan.  I had a big fan for my dog one day. When I went into the house I put on my favorite shirt and the dog was looking at me. Then, the dog turned around and jumped on me. I had to stop running because I could not find my fan anywhere. After being yelled at, I realized the dog was angry and angry."
"Stretching.  I began stretching my legs this past winter. I felt a lot better. The pain decreased. I felt like I was in pain. After a while, I went home and felt better."
"How I sprained my ankle.  I had been going to the mall since I was little. I had never been to a mall, but I was excited to finally go. The mall was crowded with people walking and eating. A group of people walked in and asked how I felt. I told them that I had sprained my ankle and had to go."
"Gym.  Gina was tired of working so hard and having to walk miles. Her gym was full of people. She didn't feel like running every morning. So she went to her local gym to help her out. She had a nice workout and a lot of friends over for that day."
"Stolen Jewelry.  My mom took her kids to the mall. They all played with the jewelry. I told her to do not steal the jewelry. She didn't listen and stole all of the jewelry. She was fired from her job."
"Michael's Collection.  Michael went to the mall with his friends. There was a lot to see, especially the mall. He tried his best to find things he didn't like. There were too many different types of clothes, and he couldn't find any. Luckily, he found a pretty dress he really liked and bought it for himself."
"Two Fans and Their Favorite Show.  Last night I took my brother and I to a concert. I didn't really get along with them. I was annoyed because they kept talking. As it turned out, my brother did not like the show. I asked the manager for help."
"Racing Cars.  We raced cars in the winter. It was hot outside, and a lot of cars kept on going. One day there was a lot of snow and ice. The car stopped racing and went out of control. The car crashed into a tree, but luckily no injuries were caused."
"Fishing.  James wanted to try fishing but didn't know what to fish for. His father recommended going to the local lake. James spent a day fishing at the lake. James finally found some good bait and went fishing. James decided to try his luck at the lake fishing again."
"Paint Cover Up.  Tom was having a birthday party. He wanted to make the party special. He invited all his friends from work to come and paint the cake. He did a great job. Unfortunately there was an awful smell on the cake! Tom was forced to use a wet sponge afterwards."
"Kitten Friends.  Tom's cat got sick and needed help. He was a lot of work but he was a lot of fun. One day, Tom went out and got a new cat. His cat loved being outside for hours. Tom was so happy to be outside with his new cat."
"Cross country.  The couple went cross country together. One day they came in for a race. They were tired of it and wanted to make it better. They all decided they needed to take their own time. They decided to practice for the race on their own instead."
"Great birthday.  I went to a birthday party at a new house. I asked the host what he was doing. I told him I would invite him over. I went home with a few cookies. After dinner I woke up with a big smile."
"Josh.  Josh needed some money. His parents didn't have enough money to buy him anything. He looked up online for jobs. Josh got an interview at a restaurant. He was happy to make some extra money!"
"Drive-thru.  Amy's apartment had a drive-thru option. She tried to use the phone when she went to work. Unfortunately, Amy did not have enough space to use the phone. Luckily her boyfriend let her use it. He took her to her boss's office after work."
"Best Trip Ever.  I took my daughter to a great hotel. It was in Paris. I was very happy to see her. The food was delicious. We had a lovely time."
"Lovers and Flowers.  I went to a garden center on Tuesday. There were a lot of roses, blooms and others. I brought home a bunch of flowers. They were delicious! I'm happy I found the perfect gift."
"Steve's Award.  Steve won an award. He was selected for the award. He was given a medal. When he got to the podium, he told everyone his name. The judges said it was the nicest trophy."
"No Biting Please.  I was driving a fast car when I saw a deer in front of me. I pulled over and the deer was gone. Since I knew I didn't have to hit her, I didn't bother to hit her. I decided I would simply ignore the deer. After the deer was gone, I stopped going down the road."
"Calling In Sick.  The school bell was rung up at the end of the hallway. Susie ran to the front door with a panic. She was running in front of the school. Suddenly a big, loud yell rang from the front. Susie was so scared, she did not get the school to call in."
"The Surprise in the Creek.  Kim had never been to the canyon before. She hadn't been to the canyon before. When she got to the canyon she was amazed. It was a new place and she couldn't wait to go. It was one of her favorite things to do."
"Fell in the lake.  I went on vacation one summer and couldn't find anything. I looked everywhere and could not find any good shoes. I decided to go swimming to see if I had any good shoes. I went to the beach and jumped in the water to swim. In the end I couldn't find any good shoes and was sad."
"For Victory.  I was in a car accident. The man with a gun hit me on the head with his gun. I ended up in a hospital because of the impact. I got a bandage on my face. It caused a few scratches and stitches."
"New Horizons.  I bought a lot of candy at a fair. When I was at the fair, a little girl got in. I looked at her and gave her my candy. She wasn't looking. I told her I was going to get back in."
"Instant Exit.  I was at a stop light. I noticed a car next to me and tried to call the police. However, the police showed up at the intersection with a police siren. I tried to run away but I was stopped for speeding. Luckily, I was not in trouble after the police siren."
"Bad haircut.  My cousin told me to take a haircut. I asked her to take me to a barber. The barber looked so much better than I did. I decided to give up on the idea. However, she didn't make a lot of money for it."
"Old Prison.  John has been working in prison for five years. He had been incarcerated because he was a young man. But he noticed that he never received parole. So he applied to be a prisoner in the state prison. He had a wonderful time doing it."
"Vegetable Garden.  I loved my gardening career. I spent lots of time and money buying vegetables. Eventually, I had to stop. I was sad when I realized I was not having any luck growing vegetables. I stopped buying vegetables entirely."
"The Cracked Cup.  Tina had been watching a movie with her mother. Her mother was not home so she decided to borrow a cup. After the movie Tina had trouble walking. She had to walk to the theater and buy an umbrella. She was late to the theater and could not get in. Tina's mother then had to call her mom."
"Big Money.  Charles liked to eat out and was able to eat out every single day. He would walk up to his favorite place and get a burger. He would get there late and didn't go to the fast food places. Once, he walked up to a burger place and got fries. The fries were fried, but Charles thought it was a good idea."
"Pet a Fish.  Tom loved playing with his favorite fish. One day while playing he saw a big shiny shiny fish. He felt terrible and decided he should buy it. The next day he found out he had to sell it and get rid of it. Tom decided to never take fish anymore."
"Cookies.  Janice loved cookies. She decided to bake a batch. But she forgot to put the cookies in the oven. She quickly regretted forgetting to put them in the oven. Now her cookies are burnt and sour."
"The Freezer.  The man was walking through the garage. He saw a big mess. He opened up the freezer. He took the whole thing out of the freezer. He was able to start the freezer and get to work."
"Ooh That Smell.  Mary was very hungry. She decided to make a muffin. It was a nice, crunchy muffin that was easy to make. When the dough came out of the oven, it smelled awful. Mary was very disappointed."
"Hair.  Jane was very short. Jane went to the hair salon one day. Jane asked the salesperson for a haircut. The salesperson cut Jane's hair. Jane found out the cut had cost $10 more."
"Louvre.  One day at the Louvre, I was walking through my apartment. It took me 3 hours to walk through a door. I was on my way to a new building. I had an accident and ended up falling on the floor. Now my apartment is covered in graffiti and graffiti has become a real problem."
"Wedding Video.  Tom's girlfriend was very excited. She wanted to get married this weekend. Tom's girlfriend called him and they were very happy. The couple called Tom and they went to the wedding. Tom and his girlfriend had a great time."
"The Pet Trial.  Mark really wanted a new pet to adopt from the shelter. He signed up to animal control's Pet Trial. He researched and trained and trained for months to become a good dog. After months of hard work he passed the Pet Trial with flying colors. He is now on a dog named Spot and is waiting for a real family."
"Marco Jumps Rope.  Marco Jumps Rope was my favorite thing to do all summer long. I loved learning how to do it when I was in high school. I would sit on the porch and listen to music to rap from the bus. I would do it every day when I was walking around the neighborhood. My favorite thing about it was that it was my favorite activity!"
"Early Dismissal.  I went to see the first class today. It was a hard day, but we all worked hard. After class we took a break and went to eat. When we got home, everyone cheered. I hope that this year we all worked so hard."
"New friends.  One day Tom's friend was a terrible person. Tom's friend didn't like him and went to a party. Tom wanted to meet his friend at the party. Tom had never seen his friend before and was scared. Tom decided he would be better off by not going to the party."
"Linda starts a garden.  Linda has always wanted to plant some flowers in her backyard. She gets her garden started by taking her kids to a local garden store. Linda carefully selects flowers for the growing season. Linda plants the most beautiful flowers for her kids. Linda loves helping her kids grow a garden."
"Lost Tools.  Jake was walking home from work one day. Jake saw his car and it was covered in ice. Jake called his son to get his tools. Jake's son found his car and was able to use it for an hour. Jake was glad he had saved his tools for the trip."
"The steak.  My wife ordered a steak. When she got home it was overcooked. She put it in the microwave. I then realized it was the steak from another cookout. I decided not to order again."
"Erik's First Kiss.  Erik wanted to go to the movies in the morning. He got up early and took his girlfriend to the movies. On the way to the movies, Erik saw a sign for a date to a movie. He asked the girlfriend to go with him. After a long conversation, Erik finally left the movie."
"Round Food.  One day I went to my sister's house. When I got there, I had a large stack of chicken pieces in my cart. My sister was furious. She pulled me aside and said I had to take her home. I had to bring my sister home the next day."
"Envious.  My husband was at the mall yesterday. He saw a girl at the mall. He started sneezing. She left quickly. I called the mall and told them what had happened."
"The Scientists.  One morning, the kids were awakened by a scary noise. They ran to investigate and found it to be a lab. The lab was called to investigate a strange creature. The scientists studied the creature and then found it harmless! The kids quickly decided to take a shower after that."
"Going Blind.  I had to take a walk to make sure no one would notice me. A cop stopped me and asked where I was. I told him to look behind me, but he got angry. He told me to walk to the neighbor's house to tell them. I then had to take the walk home because I didn't see him."
"dinner in the woods.  The kids were at the park. They went to the picnic area. They got their picnic food and drank it. They played lots of games and ate a lot of beer. They all enjoyed their food at the picnic."
"Cancer.  Tom always wanted to be a doctor. He got a call from his doctor that he couldn't be there for a week. His doctor told him he had cancer. Tom took the doctor's advice and went to the doctor's office. The doctor told him that he was cancer and made Tom stay."
"Good Job, Little Buddy.  Jeff wanted to make a nice Christmas gift for his girlfriend. He put the gifts in her room but forgot to set them up! She went out to dinner one night and made the most beautiful presents. She told Jeff she could help with the gifts so she would have a nice Christmas. Jeff was so thankful that his girlfriend had agreed to help him."
"Water Damage.  I went to the grocery store to buy a new water bottle. The bottle was too small and I needed some to fit in the car. I left my phone on the floor. When I came back, I saw the water bottle was broken! I took my new water bottle home and cleaned it."
"Fish Tank Maintenance.  Tom noticed a fish tank in his yard. He looked around at it, and it seemed odd. Tom decided to fix it himself. It took him a while to get everything fixed. Now Tom is able to fish like crazy."
"Joey.  Joey was trying to sell a book. He had a lot of sales and didn't know how to get the money. His friend called to ask about it. Joey was told he was no longer able to sell. Joey stopped trying and bought a used book instead."
"Keys.  It was winter and Jane was excited to see how warm she was. She decided to get a sweater and a sweater. When she got home from school, she opened the door to find the keys inside. She put them on the door and headed inside. Her sweater arrived in the mail."
"Cat kisses.  Cathy saw an attractive cat on the street. She went over to the cat to check on it. Cathy began to kiss her. The cat started licking Cathy's pants. Cathy was embarrassed she wouldn't have been able to get the cat out."
"Baby Bird.  Kelly was on a camping trip with her family. Her favorite thing to do was climb up a big tree. While there, Kelly fell and got her leg scraped. She had to go to a doctor. Kelly's leg healed but her parents were sad."
"starfish.  Gina's mom bought her a pet starfish for Christmas. She told her mom the pet starfish was not a real fish. But Gina said that her mom was right and the pet starfish was real. The next day her mom bought the pet starfish. Gina's mom's mother loved the pet starfish."
"Long Distance.  We bought a new pair of hiking boots. The boots were out of style. The boots had holes in them. They were extremely embarrassing to wear. We took them to the store to replace them."
"Friends.  Jane was a huge fan of the internet. She went online to look for deals on movies. Jane noticed she liked horror movies. Jane looked for a lot of movies with great endings. Jane found a movie that she wanted to watch as a gift."
"The Baby.  Beth bought a newborn kitten. She took it home. Beth's baby came home very young. Beth decided that she would keep the kitten. Beth purchased the kitten."
"Let It Go.  I walked to my mailbox. I picked up my mail and opened it. I threw my mail in the trash. I returned the box and put it away."
"John's Idea.  John wanted to make the school's baseball team. He got some ideas to start his team. He hired a lot of people. He hired a lot of people. He won the game."
"Saving For The Future.  My mom and dad brought in their old boxes. They were all old boxes with no one to save them. I wanted to get my stuff in one place, but had no clue where to put it. I searched for days before finally finding it. I had to spend two weeks in the basement because of the boxes."
"The game payment.  Tom was waiting in line at his favorite arcade. He sat down to pay his game, but he didn't have his wallet! His friend pointed out a different arcade that had a different game. Tom explained how he could get his wallet! Luckily, the person offered to pay him and he accepted."
"Peanuts.  Tom loved to eat peanuts. He bought his first peanut butter and chocolate chip cookies. He ate them all at once. Tom got so much he ate half a dozen peanuts. It was a long, delicious treat!"
"Treatment.  Shelly wanted to get a tattoo but she didn't want to be ugly. She looked in the mirror for the perfect one. After a few weeks she got the perfect one. Shelly took it home and showed it off to her friend. She was amazed at how nice it looked."
"A Break.  Allie was tired of being late. She had to go get her friends together for dinner. But Allie knew she didn't want to go with them. She couldn't go to dinner alone after all! Allie decided to get a surprise party instead."
"Monster Truck Show.  My friend came over for the first time. We were driving around town. It was a monster truck show. It was huge. We had a lot of fun."
"lost boy.  Tom lost his kid. He was in a bad mood. He decided to leave him. The next day his mother took him to the hospital. He was alright after all."
"The awful truth.  Anna was on a school trip to Australia. Her teacher was giving a test. Anna saw her teacher talking to her. Anna was shocked. Anna had not studied."
"The meal.  My friend called me to see if I was hungry. I opened the fridge and found nothing. I searched everywhere for a meal and my friend suggested tacos. We took a bite of the taco and had a great meal. We went to eat the next day and it was delicious!"
"Babysitter.  Bob had a babysitter that day. She liked him so much that she decided to be her new babysitter. Bob's mom worked the weekends until she finally got back to work. Bob and his mom were great babysitters, but Bob always took his responsibility too seriously. When Bob had a big test coming up Bob had no choice but to take it!"
"Amber's Weekend.  Amber decided to go to a restaurant. She was surprised to find there were no burgers there. She made reservations for her boyfriend, and they went to the local restaurant. They ate, and they ate a lot. After a while, Amber found out that her boyfriend forgot to bring her a burger."
"Return Policy.  I went to the pet store. I went to get a puppy. I picked it up and brought it home. I sent it to the pet store to have it returned. I decided to take the puppy to the pet store and get him another puppy."
"Dancing.  Beth wanted to become an actress. She decided she was too young and not ready to learn to dance. She looked up tips online to start learning how. She was able to learn and perform her favorite dancing moves. Beth's mom paid Beth to teach her how to dance for her."
"Refusal.  Tom was at the mall with his friends. He got in an argument with the group. Tom tried to call them up to see what was going on. The group didn't respond back at him. Tom had to cancel the trip."
"The Bank Job.  Lucy was in high school. Her school needed her money to pay the bills. Lucy's parents told her to get a job. Lucy was told she could not go to college and pay the bills. Lucy spent all summer learning about life in the suburbs."
"Christmas Tree.  It was Christmas day and my dad went to the store. He wanted to decorate a Christmas tree. He spent hours in the store. He finally had the perfect idea. He put the tree in his garage and looked over at his car."
"Ceramics Class.  Tim decided to go to an outdoor ceramics class. He was nervous about it. The first day there was a lot of work to be done. He had to do many tests before he could get there. It took him days to finish his test."
"Missed Bus.  Kate was waiting in line to get to the bus stop. The driver was not there in time. Kate was stuck in line for a couple minutes. She was not able to get on the bus. She was finally able to get off at the bus stop."
"Baseball game.  I had been playing baseball with my friends. When we got to the park, I noticed a small kid in baseball cap. We talked about the sport and he tried to hit it. My friend hit it hard and he made the rest of us laugh. We decided to make it a tradition and it became a big success."
